,theta2,theta3,theta1,theta4
2100,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2101,142.84357142857144,319.96500000000003,256.245,208.57785714285714
2102,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2103,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2104,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2105,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2106,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2107,142.84357142857144,319.96571428571434,256.2457142857143,208.57714285714286
2108,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2109,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2110,142.84357142857144,319.96571428571434,256.2457142857143,208.57714285714286
2111,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2112,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2113,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2114,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2115,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2116,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2117,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2118,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2119,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2120,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2121,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2122,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2123,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2124,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2125,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2126,142.84357142857144,319.96571428571434,256.245,208.57714285714286
2127,142.84285714285713,319.96571428571434,256.2457142857143,208.57714285714286
2128,142.84214285714285,319.96571428571434,256.2457142857143,208.57714285714286
2129,142.84,319.96714285714285,256.24642857142857,208.57500000000002
2130,142.83714285714285,319.9692857142857,256.2492857142857,208.57214285714286
2131,142.83285714285714,319.97285714285715,256.25214285714287,208.56857142857143
2132,142.82999999999998,319.9757142857143,256.255,208.56642857142856
2133,142.8242857142857,319.98,256.25928571428574,208.5614285714286
2134,142.81785714285715,319.9871428571428,256.26642857142855,208.55428571428573
2135,142.81,319.995,256.27214285714285,208.54642857142858
2136,142.80142857142857,320.0014285714286,256.2807142857143,208.53928571428574
2137,142.79142857142855,320.01071428571424,256.2907142857143,208.53
2138,142.775,320.02785714285716,256.3021428571429,208.51571428571427
2139,142.76714285714286,320.03285714285715,256.31,208.50857142857143
2140,142.75642857142856,320.04285714285714,256.32071428571425,208.49785714285713
2141,142.74357142857144,320.05571428571426,256.335,208.48642857142858
2142,142.72785714285715,320.07071428571425,256.34714285714284,208.4707142857143
2143,142.71,320.085,256.3671428571428,208.45000000000002
2144,142.69285714285715,320.1042857142857,256.385,208.43285714285713
2145,142.67857142857142,320.11428571428576,256.3992857142857,208.42142857142858
2146,142.66,320.13500000000005,256.4157142857143,208.40285714285713
2147,142.64000000000001,320.15714285714284,256.4371428571429,208.38285714285715
2148,142.61714285714285,320.1764285714286,256.4585714285714,208.35857142857142
2149,142.59857142857143,320.19357142857143,256.4764285714286,208.34071428571428
2150,142.57714285714286,320.21571428571434,256.49857142857144,208.32285714285715
2151,142.5507142857143,320.24142857142857,256.52285714285716,208.29357142857143
2152,142.52714285714288,320.26642857142855,256.5485714285714,208.27285714285716
2153,142.495,320.29785714285714,256.58,208.23642857142858
2154,142.47642857142858,320.3142857142857,256.5964285714286,208.21857142857144
2155,142.4492857142857,320.34142857142854,256.62357142857144,208.19857142857146
2156,142.4207142857143,320.37142857142857,256.6507142857143,208.17071428571427
2157,142.38785714285714,320.4042857142857,256.6821428571429,208.14071428571427
2158,142.3642857142857,320.42285714285714,256.70428571428573,208.115
2159,142.33285714285714,320.4557142857143,256.7342857142857,208.0842857142857
2160,142.29785714285714,320.49071428571426,256.76785714285717,208.04928571428573
2161,142.26357142857142,320.52714285714285,256.81071428571425,208.01571428571427
2162,142.2257142857143,320.5607142857143,256.84000000000003,207.97
2163,142.20214285714286,320.59000000000003,256.86785714285713,207.94785714285715
2164,142.16142857142856,320.6257142857143,256.9064285714286,207.91285714285715
2165,142.12285714285716,320.665,256.94642857142856,207.87285714285713
2166,142.08714285714285,320.6878571428571,256.97999999999996,207.83714285714285
2167,142.0507142857143,320.73285714285714,257.01928571428573,207.79500000000002
2168,142.0107142857143,320.77,257.05071428571426,207.76357142857142
2169,141.96785714285713,320.8142857142857,257.10214285714284,207.72
2170,141.925,320.85714285714283,257.13714285714286,207.67714285714285
